saison,href,score_equipe_home,score_equipe_away,Possession_de_balle_home,Possession_de_balle_away,Tirs_au_but_home,Tirs_au_but_away,Tirs_cadrés_home,Tirs_cadrés_away,Tirs_non_cadrés_home,Tirs_non_cadrés_away,Tirs_bloqués_home,Tirs_bloqués_away,Corners_home,Corners_away,Sauvetages_du_gardien_home,Sauvetages_du_gardien_away,Coup_francs_home,Coup_francs_away,Hors-jeu_home,Hors-jeu_away,Fautes_home,Fautes_away,Cartons_Jaunes_home,Cartons_Jaunes_away,Passes_home,Passes_away,Cartons_Rouges_home,Cartons_Rouges_away,score_mi_temps_home,score_mi_temps_away,resultat
2020-2021,https://www.flashscore.fr/match/bFbbPJmB/#/resume-du-match,2,1,0.56,0.44,6.0,7.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,3.0,10.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/KUn7NcIN/#/resume-du-match,2,1,0.52,0.48,11.0,10.0,2.0,5.0,3.0,2.0,6.0,3.0,3.0,4.0,4.0,1.0,8.0,8.0,1.0,0.0,7.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,1,1,-1
2020-2021,https://www.flashscore.fr/match/tvl3Ow3H/#/resume-du-match,0,0,0.34,0.66,3.0,4.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,10.0,10.0,0.0,3.0,10.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/SfnBMHXT/#/resume-du-match,4,3,0.47,0.53,5.0,10.0,4.0,2.0,0.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,9.0,4.0,0.0,2.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,3,1,-1
2020-2021,https://www.flashscore.fr/match/pCffQaY4/#/resume-du-match,1,1,0.68,0.32,4.0,6.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,6.0,2.0,1.0,3.0,7.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/W8CLtLIo/#/resume-du-match,2,0,0.45,0.55,4.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,1.0,5.0,6.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/2DWyeHx3/#/resume-du-match,2,1,0.48,0.52,9.0,5.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,7.0,3.0,1.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,-1
2020-2021,https://www.flashscore.fr/match/AJ5Lngpq/#/resume-du-match,1,0,0.77,0.23,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,10.0,0.0,2.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/dz8XqiU1/#/resume-du-match,2,0,0.68,0.32,10.0,4.0,1.0,0.0,3.0,3.0,6.0,1.0,5.0,1.0,0.0,1.0,7.0,8.0,1.0,1.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/lA4PoDak/#/resume-du-match,1,1,0.32,0.68,4.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,12.0,8.0,2.0,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2020-2021,https://www.flashscore.fr/match/UPNhiZyS/#/resume-du-match,0,3,0.32,0.68,2.0,10.0,1.0,6.0,1.0,1.0,0.0,3.0,0.0,2.0,4.0,1.0,5.0,7.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1
2020-2021,https://www.flashscore.fr/match/dCPpge7F/#/resume-du-match,1,1,0.65,0.35,6.0,6.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,9.0,5.0,1.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2020-2021,https://www.flashscore.fr/match/rX3TpXEe/#/resume-du-match,1,1,0.57,0.43,9.0,3.0,2.0,0.0,2.0,3.0,5.0,0.0,4.0,0.0,0.0,1.0,7.0,3.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,0
2020-2021,https://www.flashscore.fr/match/bunG8z72/#/resume-du-match,0,2,0.54,0.46,3.0,4.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,5.0,0.0,0.0,6.0,9.0,1.0,0.0,8.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/pxMtfyh9/#/resume-du-match,2,2,0.6,0.4,2.0,7.0,0.0,3.0,2.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,7.0,4.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2020-2021,https://www.flashscore.fr/match/jZOlhFML/#/resume-du-match,0,1,0.32,0.68,6.0,6.0,1.0,1.0,2.0,5.0,3.0,0.0,2.0,1.0,1.0,1.0,10.0,5.0,0.0,1.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/EijsZZFq/#/resume-du-match,1,3,0.29,0.71,5.0,6.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,1.0,2.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,1
2020-2021,https://www.flashscore.fr/match/dGunYgVk/#/resume-du-match,0,2,0.52,0.48,3.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,13.0,3.0,1.0,0.0,2.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/z7vjXDpd/#/resume-du-match,2,0,0.3,0.7,5.0,4.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,6.0,0.0,0.0,5.0,13.0,1.0,0.0,12.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/xWbFwG7S/#/resume-du-match,2,0,0.67,0.33,7.0,2.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,10.0,11.0,2.0,0.0,9.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/4I07uxwG/#/resume-du-match,1,1,0.61,0.39,11.0,6.0,3.0,3.0,7.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,8.0,6.0,0.0,1.0,6.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,0
2020-2021,https://www.flashscore.fr/match/OMXXecNd/#/resume-du-match,2,1,0.41,0.59,4.0,6.0,3.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,10.0,11.0,1.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,-1
2020-2021,https://www.flashscore.fr/match/pGp6sb83/#/resume-du-match,1,3,0.34,0.66,2.0,5.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,9.0,8.0,0.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,1
2020-2021,https://www.flashscore.fr/match/r9aBvdhM/#/resume-du-match,2,2,0.76,0.24,6.0,9.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,9.0,5.0,0.0,1.0,5.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1,1,0
2020-2021,https://www.flashscore.fr/match/O6qAtIN9/#/resume-du-match,3,1,0.53,0.47,7.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,8.0,1.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/jgo2rvgc/#/resume-du-match,2,0,0.52,0.48,3.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,7.0,2.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/IaVt5e13/#/resume-du-match,2,1,0.67,0.33,10.0,3.0,2.0,2.0,5.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,9.0,9.0,2.0,3.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,-1
2020-2021,https://www.flashscore.fr/match/CKkRqoVf/#/resume-du-match,3,1,0.74,0.26,12.0,4.0,2.0,0.0,7.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/6kL2tc6C/#/resume-du-match,4,0,0.61,0.39,4.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,9.0,1.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-1
2020-2021,https://www.flashscore.fr/match/ITlLbvMt/#/resume-du-match,1,0,0.61,0.39,13.0,4.0,7.0,2.0,4.0,2.0,2.0,0.0,9.0,2.0,2.0,7.0,8.0,2.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/lEA7uHLI/#/resume-du-match,0,1,0.57,0.43,8.0,6.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,7.0,8.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/2HEBvyyP/#/resume-du-match,1,1,0.48,0.52,8.0,4.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,6.0,5.0,0.0,1.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0,1,0
2020-2021,https://www.flashscore.fr/match/EerUdIjg/#/resume-du-match,1,1,0.53,0.47,7.0,6.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,7.0,2.0,3.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0,0
2020-2021,https://www.flashscore.fr/match/630yedL5/#/resume-du-match,2,0,0.61,0.39,6.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,6.0,5.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/lSktfGzC/#/resume-du-match,1,0,0.75,0.25,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,8.0,3.0,0.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/SbMbswi6/#/resume-du-match,0,1,0.25,0.75,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,9.0,1.0,2.0,8.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/z5qQcbym/#/resume-du-match,2,2,0.41,0.59,6.0,5.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,8.0,10.0,3.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
2020-2021,https://www.flashscore.fr/match/GK2g3KDP/#/resume-du-match,3,2,0.43,0.57,3.0,8.0,1.0,4.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,8.0,10.0,3.0,0.0,7.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,1,2,-1
2020-2021,https://www.flashscore.fr/match/Yy1PSwxD/#/resume-du-match,0,0,0.59,0.41,6.0,3.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,8.0,0.0,4.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/trOjqaMg/#/resume-du-match,0,0,0.42,0.58,3.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,7.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/CSaTRciJ/#/resume-du-match,0,0,0.53,0.47,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/bJYopu7m/#/resume-du-match,0,2,0.44,0.56,3.0,5.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,4.0,14.0,2.0,2.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/SvbHUa70/#/resume-du-match,3,3,0.45,0.55,4.0,8.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,6.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2020-2021,https://www.flashscore.fr/match/vF1LTJM6/#/resume-du-match,2,1,0.2,0.8,1.0,6.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,7.0,2.0,0.0,5.0,4.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/lpqCjsUJ/#/resume-du-match,2,0,0.57,0.43,6.0,8.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,8.0,2.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/SzrGk1qQ/#/resume-du-match,0,1,0.56,0.44,3.0,6.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0,7.0,13.0,2.0,0.0,11.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/KYMfrJy0/#/resume-du-match,3,0,0.66,0.34,5.0,6.0,4.0,0.0,0.0,5.0,1.0,1.0,3.0,4.0,0.0,2.0,6.0,6.0,1.0,1.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/pGUsoLis/#/resume-du-match,0,2,0.45,0.55,5.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,10.0,2.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/KW9d8CfT/#/resume-du-match,0,2,0.58,0.42,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,10.0,8.0,2.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/rREXDGQi/#/resume-du-match,1,1,0.63,0.37,7.0,5.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,7.0,7.0,0.0,1.0,8.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,1,1,0
2020-2021,https://www.flashscore.fr/match/C66lAYPG/#/resume-du-match,3,1,0.7,0.3,9.0,8.0,5.0,2.0,3.0,5.0,1.0,1.0,4.0,0.0,1.0,4.0,5.0,9.0,1.0,0.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,-1
2020-2021,https://www.flashscore.fr/match/YF7pBEAA/#/resume-du-match,1,1,0.48,0.52,6.0,5.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,12.0,10.0,1.0,1.0,9.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
2020-2021,https://www.flashscore.fr/match/44oT2jIj/#/resume-du-match,4,0,0.77,0.23,13.0,2.0,8.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,0.0,6.0,8.0,3.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/xlEyDztb/#/resume-du-match,1,2,0.62,0.38,8.0,5.0,5.0,2.0,2.0,0.0,1.0,3.0,8.0,7.0,1.0,5.0,7.0,2.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/GvDuCfe4/#/resume-du-match,0,1,0.31,0.69,1.0,7.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,5.0,1.0,1.0,5.0,4.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/WAZARZfi/#/resume-du-match,0,1,0.31,0.69,4.0,9.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,2.0,6.0,5.0,1.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/6T5h9huN/#/resume-du-match,1,1,0.72,0.28,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,7.0,11.0,2.0,0.0,9.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020-2021,https://www.flashscore.fr/match/QDnP3W2p/#/resume-du-match,1,1,0.39,0.61,7.0,5.0,2.0,1.0,5.0,4.0,0.0,0.0,3.0,4.0,1.0,2.0,6.0,9.0,1.0,0.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/rDZbaHBb/#/resume-du-match,4,0,0.4,0.6,7.0,3.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,10.0,1.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/OAJc1wsn/#/resume-du-match,2,2,0.33,0.67,9.0,2.0,3.0,0.0,0.0,2.0,6.0,0.0,3.0,1.0,0.0,1.0,11.0,12.0,2.0,1.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0
2020-2021,https://www.flashscore.fr/match/tSVJfgQT/#/resume-du-match,1,3,0.54,0.46,5.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,8.0,10.0,1.0,0.0,9.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/ChRFeZAN/#/resume-du-match,0,1,0.24,0.76,0.0,9.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,5.0,2.0,0.0,6.0,8.0,2.0,2.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/Y1SBdFeH/#/resume-du-match,0,0,0.54,0.46,9.0,4.0,4.0,1.0,4.0,3.0,1.0,0.0,1.0,2.0,1.0,4.0,12.0,8.0,1.0,1.0,7.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/jww7cetB/#/resume-du-match,1,0,0.42,0.58,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,8.0,1.0,1.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/4Mze0cdh/#/resume-du-match,4,2,0.57,0.43,7.0,5.0,6.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,7.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,-1
2020-2021,https://www.flashscore.fr/match/xzZ2byR4/#/resume-du-match,1,1,0.46,0.54,3.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,12.0,8.0,1.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2020-2021,https://www.flashscore.fr/match/ptdUEdBo/#/resume-du-match,1,1,0.47,0.53,8.0,5.0,3.0,1.0,2.0,0.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
2020-2021,https://www.flashscore.fr/match/pKKg2JRu/#/resume-du-match,1,1,0.51,0.49,4.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,9.0,8.0,1.0,2.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0
2020-2021,https://www.flashscore.fr/match/YuiypxCB/#/resume-du-match,4,1,0.41,0.59,3.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,-1
2020-2021,https://www.flashscore.fr/match/ribOnvSh/#/resume-du-match,1,1,0.66,0.34,5.0,4.0,0.0,1.0,4.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,12.0,9.0,3.0,0.0,6.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,0,1,0
2020-2021,https://www.flashscore.fr/match/CWkuqdRH/#/resume-du-match,2,1,0.34,0.66,3.0,5.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,4.0,0.0,1.0,4.0,14.0,0.0,0.0,13.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/QFmTobsa/#/resume-du-match,2,0,0.7,0.3,12.0,0.0,7.0,0.0,3.0,0.0,2.0,0.0,7.0,0.0,0.0,5.0,6.0,4.0,1.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/xfeGl0ct/#/resume-du-match,1,3,0.31,0.69,3.0,5.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,9.0,1.0,2.0,8.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1,2,1
2020-2021,https://www.flashscore.fr/match/feuprGtO/#/resume-du-match,4,0,0.71,0.29,6.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,6.0,6.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/46nXpId5/#/resume-du-match,1,0,0.68,0.32,6.0,7.0,0.0,2.0,4.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,11.0,6.0,3.0,1.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/zo9lgtkP/#/resume-du-match,5,2,0.48,0.52,7.0,6.0,3.0,3.0,4.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,5.0,5.0,0.0,0.0,5.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1,1,-1
2020-2021,https://www.flashscore.fr/match/WGfKmKCn/#/resume-du-match,1,1,0.54,0.46,9.0,3.0,4.0,2.0,5.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,12.0,11.0,2.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2020-2021,https://www.flashscore.fr/match/8bqlszdU/#/resume-du-match,1,1,0.55,0.45,5.0,6.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,6.0,9.0,0.0,2.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0
2020-2021,https://www.flashscore.fr/match/QgzaN2sp/#/resume-du-match,2,0,0.67,0.33,6.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/4jUXRrZS/#/resume-du-match,2,2,0.45,0.55,4.0,7.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,3.0,1.0,1.0,12.0,10.0,4.0,0.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2020-2021,https://www.flashscore.fr/match/EFGgqp43/#/resume-du-match,1,1,0.33,0.67,4.0,7.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,2.0,0.0,1.0,8.0,5.0,3.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0
2020-2021,https://www.flashscore.fr/match/E1yLUpkA/#/resume-du-match,1,4,0.37,0.63,4.0,6.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,11.0,2.0,2.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,1
2020-2021,https://www.flashscore.fr/match/dv6br4J9/#/resume-du-match,3,1,0.63,0.37,14.0,1.0,8.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,10.0,6.0,0.0,2.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/8IP3MMdj/#/resume-du-match,1,1,0.25,0.75,3.0,6.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,8.0,0.0,0.0,8.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1,0,0
2020-2021,https://www.flashscore.fr/match/WxWPT44G/#/resume-du-match,1,3,0.41,0.59,4.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,5.0,0.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/zPHkpQlc/#/resume-du-match,2,1,0.39,0.61,8.0,4.0,1.0,2.0,3.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,-1
2020-2021,https://www.flashscore.fr/match/ATUTSOJM/#/resume-du-match,4,1,0.6,0.4,7.0,5.0,3.0,0.0,3.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,5.0,6.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/n9O7LtCd/#/resume-du-match,0,2,0.75,0.25,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,6.0,3.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1
2020-2021,https://www.flashscore.fr/match/tlHsHRKA/#/resume-du-match,1,1,0.6,0.4,3.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,5.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0
