saison,href,score_equipe_home,score_equipe_away,Possession_de_balle_home,Possession_de_balle_away,Tirs_au_but_home,Tirs_au_but_away,Tirs_cadrés_home,Tirs_cadrés_away,Tirs_non_cadrés_home,Tirs_non_cadrés_away,Tirs_bloqués_home,Tirs_bloqués_away,Corners_home,Corners_away,Sauvetages_du_gardien_home,Sauvetages_du_gardien_away,Coup_francs_home,Coup_francs_away,Hors-jeu_home,Hors-jeu_away,Fautes_home,Fautes_away,Cartons_Jaunes_home,Cartons_Jaunes_away,Passes_home,Passes_away,Cartons_Rouges_home,Cartons_Rouges_away,score_mi_temps_home,score_mi_temps_away,resultat
2021-2022,https://www.flashscore.fr/match/Q3XMsxs7/#/resume-du-match,1,2,0.58,0.42,12.0,3.0,5.0,3.0,3.0,0.0,4.0,0.0,3.0,0.0,2.0,4.0,2.0,6.0,0.0,0.0,5.0,2.0,1.0,0.0,0.85,0.78,0.0,0.0,1,1,1
2021-2022,https://www.flashscore.fr/match/WSIJrIR0/#/resume-du-match,2,0,0.43,0.57,7.0,4.0,3.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,1.0,2.0,7.0,3.0,1.0,0.0,0.77,0.84,0.0,0.0,2,0,-1
2021-2022,https://www.flashscore.fr/match/hxKFqbCf/#/resume-du-match,1,3,0.63,0.37,9.0,3.0,4.0,0.0,5.0,2.0,0.0,1.0,5.0,2.0,0.0,3.0,5.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,0.88,0.74,0.0,0.0,1,0,1
2021-2022,https://www.flashscore.fr/match/ADUApvcl/#/resume-du-match,0,4,0.31,0.69,4.0,11.0,2.0,7.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,7.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,0.81,0.93,0.0,0.0,0,3,1
2021-2022,https://www.flashscore.fr/match/dAQ6oKsr/#/resume-du-match,4,2,0.65,0.35,13.0,7.0,3.0,5.0,7.0,1.0,3.0,1.0,6.0,5.0,3.0,2.0,7.0,4.0,1.0,2.0,3.0,5.0,1.0,1.0,0.82,0.76,0.0,0.0,1,2,-1
2021-2022,https://www.flashscore.fr/match/vVwuj0ZQ/#/resume-du-match,1,0,0.49,0.51,5.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,7.0,1.0,0.0,7.0,8.0,1.0,1.0,0.8,0.76,0.0,0.0,0,0,-1
2021-2022,https://www.flashscore.fr/match/0vuyitKK/#/resume-du-match,3,2,0.62,0.38,6.0,8.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,5.0,5.0,1.0,0.0,3.0,6.0,0.0,0.0,0.89,0.82,0.0,0.0,1,0,-1
2021-2022,https://www.flashscore.fr/match/r3pWiM4E/#/resume-du-match,0,0,0.44,0.56,4.0,9.0,1.0,1.0,3.0,2.0,0.0,6.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,0.76,0.38,0.0,0.0,0,0,0
2021-2022,https://www.flashscore.fr/match/pShp8FnM/#/resume-du-match,1,2,0.48,0.52,6.0,4.0,2.0,1.0,4.0,2.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,5.0,0.0,1.0,5.0,2.0,2.0,1.0,0.82,0.88,1.0,0.0,1,1,1
2021-2022,https://www.flashscore.fr/match/EXT3mXfN/#/resume-du-match,1,0,0.62,0.38,8.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,9.0,2.0,1.0,2.0,2.0,7.0,0.0,0.0,0.87,0.8,0.0,0.0,0,0,-1
2021-2022,https://www.flashscore.fr/match/SSwiIIIJ/#/resume-du-match,2,3,0.47,0.53,4.0,7.0,4.0,2.0,0.0,1.0,0.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.88,0.0,0.0,2,0,1
2021-2022,https://www.flashscore.fr/match/vDp9gZuJ/#/resume-du-match,5,0,0.7,0.3,13.0,4.0,6.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,8.0,3.0,0.0,1.0,3.0,7.0,0.0,1.0,0.91,0.82,0.0,0.0,3,0,-1
2021-2022,https://www.flashscore.fr/match/0Mo5fFQC/#/resume-du-match,1,1,0.54,0.46,6.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2021-2022,https://www.flashscore.fr/match/Icd0eeB6/#/resume-du-match,4,0,0.64,0.36,6.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,5.0,6.0,1.0,0.0,4.0,6.0,1.0,0.0,0.86,0.74,0.0,0.0,1,0,-1
2021-2022,https://www.flashscore.fr/match/6Nhddyd0/#/resume-du-match,1,1,0.59,0.41,8.0,5.0,4.0,3.0,4.0,2.0,0.0,0.0,4.0,3.0,2.0,4.0,4.0,8.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.85,0.0,0.0,0,1,0
2021-2022,https://www.flashscore.fr/match/C0ghcHtf/#/resume-du-match,2,2,0.51,0.49,2.0,6.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,9.0,5.0,0.0,0.0,5.0,7.0,1.0,1.0,0.8,0.83,0.0,0.0,1,1,0
2021-2022,https://www.flashscore.fr/match/Y9flbcRm/#/resume-du-match,2,2,0.56,0.44,16.0,6.0,6.0,1.0,6.0,3.0,4.0,2.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.8,0.0,0.0,1,1,0
2021-2022,https://www.flashscore.fr/match/GYaqawCs/#/resume-du-match,1,2,0.47,0.53,7.0,10.0,0.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,10.0,8.0,0.0,0.0,7.0,10.0,1.0,1.0,0.87,0.0,0.0,0.0,0,1,1
2021-2022,https://www.flashscore.fr/match/EPDH3J3Q/#/resume-du-match,2,4,0.53,0.47,8.0,6.0,5.0,3.0,0.0,2.0,3.0,1.0,7.0,0.0,1.0,3.0,8.0,5.0,0.0,0.0,5.0,8.0,1.0,0.0,0.89,0.87,0.0,0.0,2,2,1
2021-2022,https://www.flashscore.fr/match/K2ED4alK/#/resume-du-match,2,0,0.55,0.45,13.0,5.0,2.0,0.0,8.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0,2.0,0.0,0.83,0.0,0.0,1,0,-1
2021-2022,https://www.flashscore.fr/match/n7BOlxhN/#/resume-du-match,1,1,0.58,0.42,6.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,10.0,5.0,2.0,2.0,3.0,5.0,0.0,0.0,0.81,0.77,0.0,0.0,0,1,0
2021-2022,https://www.flashscore.fr/match/QcASmd7T/#/resume-du-match,1,2,0.44,0.56,6.0,7.0,3.0,1.0,0.0,5.0,3.0,1.0,4.0,0.0,1.0,3.0,5.0,6.0,0.0,0.0,6.0,5.0,0.0,0.0,0.75,0.81,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/hfVG32FS/#/resume-du-match,4,1,0.62,0.38,14.0,3.0,6.0,1.0,4.0,0.0,4.0,2.0,8.0,0.0,0.0,3.0,4.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3,1,-1
2020-2021,https://www.flashscore.fr/match/jVAic0hd/#/resume-du-match,2,1,0.64,0.36,7.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,7.0,0.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/IyaZLqVd/#/resume-du-match,0,2,0.35,0.65,3.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,8.0,1.0,1.0,8.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/CvCmbtwj/#/resume-du-match,0,1,0.4,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/OEw07pG3/#/resume-du-match,2,0,0.53,0.47,8.0,4.0,3.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,14.0,7.0,0.0,1.0,6.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/UFMraMNq/#/resume-du-match,2,1,0.38,0.62,8.0,4.0,5.0,3.0,2.0,0.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,10.0,2.0,0.0,7.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/bXVC4r0M/#/resume-du-match,0,1,0.47,0.53,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,12.0,6.0,0.0,3.0,6.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/25x464V9/#/resume-du-match,0,2,0.53,0.47,3.0,5.0,0.0,5.0,1.0,0.0,2.0,0.0,4.0,5.0,3.0,0.0,10.0,4.0,1.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,1
2020-2021,https://www.flashscore.fr/match/KtX85OpG/#/resume-du-match,2,3,0.52,0.48,8.0,4.0,1.0,2.0,5.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,8.0,8.0,0.0,1.0,8.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1,2,1
2020-2021,https://www.flashscore.fr/match/Uivd8Q0c/#/resume-du-match,1,0,0.22,0.78,3.0,5.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,14.0,2.0,1.0,12.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/phWQBa7k/#/resume-du-match,0,0,0.46,0.54,2.0,6.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,11.0,5.0,0.0,0.0,5.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/0KGPW0qF/#/resume-du-match,3,1,0.41,0.59,11.0,3.0,6.0,0.0,2.0,1.0,3.0,2.0,4.0,4.0,0.0,5.0,6.0,9.0,0.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/Q7kfHLqS/#/resume-du-match,2,0,0.58,0.42,6.0,5.0,2.0,4.0,3.0,0.0,1.0,1.0,5.0,2.0,4.0,2.0,10.0,8.0,1.0,0.0,7.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/jkZY9wx2/#/resume-du-match,1,0,0.6,0.4,3.0,5.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,9.0,6.0,1.0,2.0,4.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/vBFTVKbL/#/resume-du-match,2,4,0.41,0.59,9.0,4.0,5.0,3.0,2.0,1.0,2.0,0.0,6.0,2.0,1.0,4.0,3.0,10.0,1.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,1
2020-2021,https://www.flashscore.fr/match/hfDHYME2/#/resume-du-match,2,3,0.44,0.56,3.0,7.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,12.0,0.0,0.0,12.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,2,1
2020-2021,https://www.flashscore.fr/match/vFVUAJMe/#/resume-du-match,0,2,0.56,0.44,5.0,7.0,3.0,1.0,0.0,4.0,2.0,2.0,2.0,4.0,0.0,3.0,7.0,8.0,0.0,1.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/61XMCuhq/#/resume-du-match,1,0,0.61,0.39,13.0,2.0,5.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,6.0,7.0,1.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/WpCLXtU8/#/resume-du-match,2,1,0.59,0.41,8.0,5.0,3.0,1.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,7.0,11.0,1.0,1.0,10.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/nHjjI1UL/#/resume-du-match,0,1,0.62,0.38,4.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,11.0,11.0,1.0,1.0,10.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/O0bRho1A/#/resume-du-match,2,1,0.42,0.58,9.0,8.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,6.0,6.0,0.0,0.0,5.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/WppIdT1o/#/resume-du-match,1,0,0.75,0.25,12.0,4.0,5.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0,5.0,3.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/65T6kCfI/#/resume-du-match,0,2,0.47,0.53,5.0,5.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,9.0,8.0,3.0,3.0,5.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/fcnV4oeb/#/resume-du-match,0,0,0.7,0.3,6.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,9.0,9.0,0.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/0zmR5Ruh/#/resume-du-match,2,1,0.54,0.46,12.0,3.0,2.0,2.0,6.0,1.0,4.0,0.0,5.0,0.0,2.0,2.0,7.0,10.0,0.0,0.0,10.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/nD0v13fN/#/resume-du-match,2,1,0.55,0.45,5.0,10.0,0.0,2.0,1.0,3.0,4.0,5.0,5.0,7.0,1.0,0.0,6.0,4.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,-1
2020-2021,https://www.flashscore.fr/match/rJICn4uU/#/resume-du-match,0,3,0.52,0.48,5.0,9.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,5.0,2.0,2.0,7.0,4.0,0.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,1
2020-2021,https://www.flashscore.fr/match/0G4r0N9T/#/resume-du-match,1,0,0.6,0.4,7.0,3.0,1.0,0.0,5.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,9.0,7.0,0.0,1.0,6.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,-1
2020-2021,https://www.flashscore.fr/match/hj1z2quH/#/resume-du-match,4,1,0.55,0.45,5.0,6.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,8.0,0.0,0.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2,1,-1
2020-2021,https://www.flashscore.fr/match/Ea2W2PPA/#/resume-du-match,2,1,0.43,0.57,4.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,7.0,1.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1,1,-1
2020-2021,https://www.flashscore.fr/match/nXrN67Qo/#/resume-du-match,3,2,0.61,0.39,6.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,9.0,10.0,1.0,1.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,-1
2020-2021,https://www.flashscore.fr/match/pS4vrOmo/#/resume-du-match,2,2,0.49,0.51,7.0,4.0,1.0,3.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,9.0,7.0,1.0,0.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
2020-2021,https://www.flashscore.fr/match/YmoZ35A4/#/resume-du-match,1,1,0.56,0.44,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,12.0,4.0,0.0,5.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/6gR9GrfA/#/resume-du-match,2,0,0.62,0.38,7.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,6.0,9.0,2.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/pltFf1Xj/#/resume-du-match,0,3,0.4,0.6,2.0,5.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,4.0,7.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/xtlsbzvq/#/resume-du-match,1,1,0.63,0.37,9.0,6.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,3.0,2.0,2.0,9.0,10.0,1.0,1.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/CfY0I4Pc/#/resume-du-match,0,0,0.45,0.55,4.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,8.0,6.0,1.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/Y7sjdE8e/#/resume-du-match,1,1,0.43,0.57,7.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,7.0,1.0,1.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
2020-2021,https://www.flashscore.fr/match/fHrncfgk/#/resume-du-match,3,2,0.69,0.31,8.0,2.0,4.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,9.0,11.0,3.0,4.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/fJN5HOv4/#/resume-du-match,2,2,0.45,0.55,8.0,7.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,8.0,2.0,3.0,4.0,9.0,0.0,0.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2020-2021,https://www.flashscore.fr/match/Y3ZdJpAi/#/resume-du-match,3,2,0.44,0.56,6.0,10.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,10.0,10.0,4.0,1.0,7.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,1,2,-1
2020-2021,https://www.flashscore.fr/match/0GQDF29G/#/resume-du-match,1,1,0.29,0.71,1.0,8.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,3.0,2.0,1.0,5.0,11.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-2021,https://www.flashscore.fr/match/6csBesIp/#/resume-du-match,0,2,0.32,0.68,2.0,12.0,2.0,4.0,0.0,6.0,0.0,2.0,2.0,6.0,3.0,2.0,4.0,6.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/SUtfeYN1/#/resume-du-match,6,1,0.59,0.41,8.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,4.0,5.0,5.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/tYpbfhw8/#/resume-du-match,2,0,0.65,0.35,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,6.0,12.0,2.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/G84MfMll/#/resume-du-match,2,1,0.71,0.29,8.0,6.0,3.0,1.0,4.0,3.0,1.0,2.0,4.0,2.0,0.0,2.0,5.0,9.0,2.0,0.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1,1,-1
2020-2021,https://www.flashscore.fr/match/250Ie2Zs/#/resume-du-match,0,1,0.52,0.48,8.0,5.0,1.0,0.0,3.0,3.0,4.0,2.0,4.0,1.0,0.0,1.0,8.0,9.0,1.0,0.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/lM2Uh0J0/#/resume-du-match,0,3,0.38,0.62,6.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,7.0,6.0,0.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/dONk0rRQ/#/resume-du-match,3,1,0.65,0.35,9.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,8.0,5.0,0.0,1.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,-1
2020-2021,https://www.flashscore.fr/match/OdAr24dE/#/resume-du-match,1,0,0.32,0.68,3.0,9.0,2.0,1.0,1.0,4.0,0.0,4.0,0.0,3.0,1.0,1.0,7.0,7.0,1.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/p6Bv3ps8/#/resume-du-match,3,0,0.57,0.43,8.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,6.0,9.0,1.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/AV3Qgt4f/#/resume-du-match,2,2,0.7,0.3,9.0,4.0,2.0,2.0,4.0,2.0,3.0,0.0,5.0,1.0,1.0,0.0,9.0,7.0,0.0,2.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,2,1,0
2020-2021,https://www.flashscore.fr/match/IXOo1OBK/#/resume-du-match,1,1,0.61,0.39,13.0,1.0,2.0,1.0,8.0,0.0,3.0,0.0,8.0,4.0,0.0,1.0,5.0,11.0,1.0,0.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0
2020-2021,https://www.flashscore.fr/match/biMC5w36/#/resume-du-match,1,1,0.41,0.59,5.0,6.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,7.0,9.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0
2020-2021,https://www.flashscore.fr/match/OYTa8uJm/#/resume-du-match,0,4,0.28,0.72,4.0,12.0,2.0,7.0,2.0,4.0,0.0,1.0,0.0,4.0,6.0,2.0,9.0,7.0,1.0,0.0,6.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,0,1,1
2020-2021,https://www.flashscore.fr/match/hjwUD1eQ/#/resume-du-match,1,3,0.49,0.51,3.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,7.0,7.0,1.0,1.0,6.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0,1
2020-2021,https://www.flashscore.fr/match/pldwivlD/#/resume-du-match,3,1,0.52,0.48,4.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,1.0,2.0,6.0,9.0,1.0,1.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/faPe9L3s/#/resume-du-match,2,3,0.47,0.53,11.0,5.0,5.0,4.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,7.0,8.0,0.0,2.0,8.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1,3,1
2020-2021,https://www.flashscore.fr/match/ARmPEstK/#/resume-du-match,3,1,0.39,0.61,5.0,8.0,3.0,3.0,2.0,4.0,0.0,1.0,1.0,3.0,3.0,1.0,7.0,10.0,3.0,1.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/bipLFNQD/#/resume-du-match,1,1,0.8,0.2,8.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,3.0,2.0,1.0,1.0,11.0,8.0,2.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
2020-2021,https://www.flashscore.fr/match/plI86Jm0/#/resume-du-match,1,1,0.46,0.54,4.0,6.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,6.0,9.0,1.0,1.0,7.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1,1,0
2020-2021,https://www.flashscore.fr/match/2PS37aYg/#/resume-du-match,1,3,0.38,0.62,3.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,5.0,8.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1
2020-2021,https://www.flashscore.fr/match/6ccZiKY6/#/resume-du-match,4,0,0.53,0.47,7.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,8.0,7.0,1.0,1.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,-1
2020-2021,https://www.flashscore.fr/match/AB7nIGnC/#/resume-du-match,1,2,0.59,0.41,4.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,4.0,10.0,2.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,1
2020-2021,https://www.flashscore.fr/match/tWFVLbmm/#/resume-du-match,0,1,0.26,0.74,3.0,9.0,1.0,2.0,2.0,4.0,0.0,3.0,2.0,4.0,2.0,1.0,5.0,5.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1
2020-2021,https://www.flashscore.fr/match/hELG4cIC/#/resume-du-match,4,0,0.63,0.37,12.0,10.0,4.0,1.0,6.0,7.0,2.0,2.0,3.0,6.0,1.0,2.0,7.0,7.0,0.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,-1
2020-2021,https://www.flashscore.fr/match/2o4vKxIa/#/resume-du-match,0,4,0.35,0.65,2.0,14.0,0.0,4.0,1.0,6.0,1.0,4.0,1.0,7.0,1.0,0.0,5.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0,3,1
